ID,loc,title,bedroom,bathroom,parking_space,Predicted House Price
6859,Niger,Detached duplex,7,7,2,2794596.8
2293,Edo,Bungalow,6,2,5,2683163.5
1298,Borno,Detached duplex,5,1,4,2374789.8
8050,Gombe,Apartment,1,2,5,1565324.2
10507,Delta,Mansion,6,4,1,4952680.0
5172,Ebonyi,Semi-detached duplex,9,1,5,2944415.0
2241,Edo,Bungalow,2,2,3,1561601.1
7951,Cross River,Terrace duplex,4,7,6,2721274.5
3554,Nasarawa,Semi-detached duplex,3,5,2,1625439.8
970,Jigawa,Townhouse,7,5,2,2341783.5
3860,Sokoto,Terrace duplex,5,4,5,1838498.8
8588,Kogi,Terrace duplex,1,3,1,1025108.6
1870,Kwara,Terrace duplex,1,2,4,1072052.0
7348,Osun,Flat,5,3,3,1929878.5
196,Ondo,Mansion,5,2,4,3500239.5
97,Niger,Terrace duplex,7,2,4,2276819.2
6568,Bayelsa,Detached duplex,2,4,3,2243500.8
642,Benue,Terrace duplex,5,2,2,1706978.4
647,Anambra,Cottage,1,1,2,1083546.6
2637,Imo,Flat,2,2,2,1226360.0
2150,Zamfara,Cottage,5,2,3,1304750.2
928,Anambra,Semi-detached duplex,5,1,4,2021137.9
3658,Oyo,Apartment,5,2,3,1731542.8
12807,Sokoto,Apartment,4,2,1,1158103.9
1776,Delta,Penthouse,1,2,2,2072409.2
2571,Ondo,Detached duplex,6,1,1,2425444.2
1857,Kebbi,Mansion,6,7,3,3589925.2
5497,Ogun,Townhouse,4,4,2,2185642.2
2231,Katsina,Detached duplex,6,3,4,2610819.5
661,Rivers,Cottage,1,1,1,1231503.9
2243,Ogun,Terrace duplex,2,1,3,1509834.8
7044,Kebbi,Townhouse,4,1,6,1455185.0
8878,Bauchi,Terrace duplex,6,4,1,2691369.5
342,Lagos,Townhouse,1,2,4,1652790.1
4563,Imo,Bungalow,2,3,2,1245248.2
3868,Oyo,Townhouse,5,1,4,2251478.5
722,Anambra,Terrace duplex,3,2,1,1608064.8
7869,Borno,Flat,3,7,4,1698090.5
12770,Akwa Ibom,Bungalow,1,2,1,1373549.8
7153,Osun,Apartment,9,7,6,2667635.2
2575,Kebbi,Flat,8,6,5,2272723.5
1107,Ekiti,Semi-detached duplex,3,5,1,1658885.5
29,Rivers,Penthouse,8,6,1,4248782.0
2399,Sokoto,Detached duplex,4,1,2,1507595.9
6602,Niger,Apartment,4,6,5,1557502.1
73,Anambra,Semi-detached duplex,2,2,4,1498056.5
4562,Bauchi,Penthouse,6,6,1,3642781.0
8356,Lagos,Apartment,3,2,3,1576998.0
490,Rivers,Flat,4,2,1,1820145.9
960,Abia,Apartment,3,6,1,1504876.8
3896,Kogi,Penthouse,5,5,2,2593730.5
9620,Abia,Bungalow,9,7,5,3089106.5
7125,Plateau,Detached duplex,4,5,3,2040077.1
10693,Ekiti,Flat,9,7,2,2794514.2
4118,Kano,Flat,8,5,1,2151962.0
3906,Kaduna,Apartment,6,3,3,2000950.4
501,Anambra,Semi-detached duplex,9,5,2,3074525.8
6236,Zamfara,Flat,6,1,4,1660457.2
3483,Osun,Townhouse,1,2,4,1410162.1
5479,Lagos,Detached duplex,6,5,5,3351805.8
895,Bauchi,Semi-detached duplex,5,1,4,2225487.8
2030,Enugu,Apartment,5,6,3,1888829.6
172,Jigawa,Penthouse,1,2,1,1309527.1
2958,Delta,Mansion,2,1,3,2699484.8
7839,Abia,Townhouse,8,2,1,2944490.8
8851,Borno,Terrace duplex,3,1,2,1652578.9
127,Kano,Detached duplex,2,2,3,1158447.5
2560,Akwa Ibom,Flat,3,7,2,1925635.2
4851,Ekiti,Townhouse,4,2,3,1931778.8
6203,Kogi,Apartment,5,6,5,1728371.8
532,Ogun,Penthouse,5,2,4,2865907.0
1183,Kano,Apartment,2,1,2,777334.44
1448,Ondo,Terrace duplex,1,2,1,1142380.4
37,Delta,Semi-detached duplex,2,1,1,1466974.4
2830,Kaduna,Flat,6,5,5,2385540.0
10753,Kwara,Bungalow,5,6,1,1760893.4
9524,Rivers,Apartment,3,2,1,1472353.6
6280,Katsina,Terrace duplex,7,6,6,2648259.2
402,Ekiti,Detached duplex,8,4,4,3248746.8
6876,Lagos,Penthouse,6,4,1,3576676.5
1609,Ebonyi,Flat,5,2,2,1655880.9
2450,Cross River,Bungalow,5,2,1,2136804.2
3291,Ekiti,Mansion,4,4,4,3903380.8
2352,Cross River,Semi-detached duplex,3,1,2,1837023.0
3781,Ekiti,Penthouse,4,4,1,2546354.2
4227,Abia,Bungalow,1,1,5,1269473.2
4213,Enugu,Penthouse,1,1,1,1727544.5
8840,Bayelsa,Mansion,3,6,1,3992884.0
10260,Rivers,Mansion,6,6,4,5336577.0
12518,Rivers,Apartment,2,6,3,1505150.9
1065,Bauchi,Terrace duplex,2,2,4,1739115.8
2150,Ekiti,Mansion,9,3,1,5352474.0
3717,Ebonyi,Flat,1,2,3,1145785.6
442,Katsina,Townhouse,9,6,2,3131511.0
10770,Delta,Apartment,4,5,5,1963042.1
3066,Jigawa,Mansion,1,2,4,1547171.8
8577,Niger,Semi-detached duplex,9,2,4,2678658.5
663,Enugu,Bungalow,9,1,6,2772259.5
9176,Nasarawa,Penthouse,4,6,2,2525849.2
937,Jigawa,Penthouse,1,1,1,1222428.4
3904,Kano,Bungalow,3,2,1,965166.5
1621,Taraba,Flat,7,5,2,2323650.5
12739,Adamawa,Apartment,4,7,3,2029421.9
3235,Niger,Apartment,4,1,4,1331991.1
2068,Akwa Ibom,Mansion,4,2,4,4228284.0
6399,Kaduna,Detached duplex,6,5,5,3045321.0
3110,Ogun,Apartment,9,5,4,2683990.0
2018,Kogi,Detached duplex,2,6,2,1624985.6
280,Anambra,Townhouse,5,2,4,2189522.5
10385,Zamfara,Bungalow,7,1,2,1832473.6
1864,Kano,Townhouse,8,2,4,2273480.0
3761,Osun,Detached duplex,5,2,2,2263623.2
9392,Adamawa,Detached duplex,5,5,4,2897080.2
6621,Rivers,Flat,8,2,3,2744161.5
1855,Yobe,Flat,9,6,1,3430244.8
638,Lagos,Townhouse,1,1,1,1485095.0
2375,Kebbi,Townhouse,6,6,1,2099145.0
9563,Borno,Flat,6,2,5,2292559.2
4036,Kaduna,Townhouse,2,6,1,1952245.5
3626,Nasarawa,Bungalow,5,5,3,1922460.9
3099,Delta,Semi-detached duplex,1,2,1,1375853.2
1468,Zamfara,Flat,3,2,2,1120608.5
11004,Lagos,Terrace duplex,6,7,1,2785502.2
1031,Benue,Detached duplex,4,4,3,1944821.8
1633,Bauchi,Bungalow,3,1,6,1814945.9
3541,Akwa Ibom,Penthouse,4,2,3,2992583.0
1937,Kogi,Cottage,3,1,4,1179141.5
7248,Gombe,Apartment,4,1,1,2252520.0
10846,Zamfara,Townhouse,9,4,3,2829605.0
1034,Benue,Bungalow,1,2,1,906468.6
2007,Akwa Ibom,Mansion,2,1,4,2998144.8
3510,Bayelsa,Terrace duplex,3,1,2,1848872.5
6047,Ebonyi,Mansion,7,4,2,4399433.5
5934,Edo,Terrace duplex,5,2,1,2430281.2
8855,Plateau,Semi-detached duplex,2,6,6,1459384.9
109,Zamfara,Flat,8,4,5,2248009.0
2261,Ebonyi,Penthouse,8,6,5,3888604.2
7075,Lagos,Flat,7,1,3,2632795.0
1129,Kebbi,Flat,2,7,1,1066134.5
9161,Ekiti,Apartment,9,7,3,2647203.8
10779,Imo,Terrace duplex,6,4,1,2269422.8
1764,Kebbi,Terrace duplex,7,3,4,2036850.0
2364,Ebonyi,Flat,2,1,2,1230704.4
1297,Katsina,Terrace duplex,1,1,1,1090275.9
5575,Taraba,Bungalow,5,6,1,1820510.4
11287,Ekiti,Flat,4,4,5,1888829.6
2218,Kaduna,Townhouse,1,2,3,1245597.5
6902,Kano,Townhouse,4,5,4,1690931.6
1025,Akwa Ibom,Bungalow,1,2,2,1362276.0
3027,Oyo,Semi-detached duplex,8,6,6,3152155.2
1594,Yobe,Terrace duplex,3,2,1,2351502.8
4691,Enugu,Penthouse,8,7,4,3951694.5
303,Osun,Mansion,5,6,3,4388697.5
12095,Nasarawa,Semi-detached duplex,8,3,6,2832834.2
2652,Kogi,Bungalow,4,1,1,1358801.2
2708,Ogun,Detached duplex,2,1,2,1764118.9
1141,Plateau,Mansion,5,5,6,3850010.2
10822,Ebonyi,Semi-detached duplex,7,4,4,2592185.0
6808,Kebbi,Townhouse,9,3,4,2652586.5
2605,Nasarawa,Apartment,5,5,1,1675173.0
10096,Cross River,Townhouse,8,4,6,3749908.8
1381,Jigawa,Apartment,1,2,3,784251.2
8294,Kogi,Mansion,3,5,1,2997964.8
1889,Nasarawa,Penthouse,1,1,3,1653737.8
1212,Bauchi,Mansion,4,1,1,3842157.2
10068,Taraba,Apartment,3,7,3,1380030.9
2463,Yobe,Semi-detached duplex,5,1,4,2774769.5
2448,Plateau,Terrace duplex,5,7,2,1999784.9
4842,Kebbi,Detached duplex,7,4,3,2312689.5
7712,Oyo,Flat,3,2,4,1542288.1
79,Oyo,Semi-detached duplex,7,5,4,2895635.5
6666,Benue,Flat,7,1,6,2113078.2
6711,Yobe,Penthouse,2,6,5,2940278.8
10570,Benue,Terrace duplex,3,4,4,1497579.4
3320,Ekiti,Detached duplex,5,2,3,2238901.2
8386,Zamfara,Bungalow,6,5,6,2018127.4
11428,Yobe,Mansion,5,7,4,5502959.5
10059,Ondo,Terrace duplex,7,7,6,2687742.5
8479,Imo,Apartment,5,1,3,1550064.9
9567,Nasarawa,Semi-detached duplex,3,4,2,1590541.8
8699,Katsina,Bungalow,7,7,6,2457737.5
2722,Imo,Cottage,3,2,4,1348099.8
522,Ogun,Semi-detached duplex,4,2,2,1857348.2
7905,Lagos,Semi-detached duplex,1,1,3,1478305.2
1710,Zamfara,Semi-detached duplex,2,3,3,1171817.9
5986,Abia,Penthouse,7,1,1,3374568.5
7495,Borno,Townhouse,2,3,1,1572152.2
12565,Anambra,Bungalow,3,4,5,1721848.6
1535,Ogun,Apartment,5,1,2,1598356.0
1213,Ondo,Penthouse,7,7,2,3452196.5
3169,Cross River,Bungalow,4,2,1,1902531.4
2223,Ekiti,Penthouse,5,2,4,2738297.8
654,Gombe,Bungalow,5,1,3,2237084.8
6224,Edo,Terrace duplex,6,2,6,2946353.0
1606,Plateau,Townhouse,9,4,1,2925457.5
10028,Benue,Townhouse,6,2,2,2165010.8
11557,Gombe,Penthouse,7,4,3,4690476.0
2361,Kogi,Semi-detached duplex,5,1,3,1652742.9
8490,Abia,Terrace duplex,9,1,2,3008639.5
223,Delta,Bungalow,4,1,4,1748156.6
503,Osun,Apartment,1,2,3,1048720.0
5561,Adamawa,Mansion,4,4,2,4723438.0
11943,Nasarawa,Flat,3,2,2,1340044.9
1310,Taraba,Bungalow,8,1,2,2294387.8
1002,Zamfara,Townhouse,7,7,6,2548727.8
6973,Sokoto,Penthouse,3,3,5,1900545.6
840,Benue,Apartment,4,2,4,1294228.8
256,Kogi,Mansion,2,2,4,2345994.8
4188,Anambra,Semi-detached duplex,7,2,2,2556491.0
10081,Katsina,Flat,9,3,4,2696602.8
2242,Gombe,Detached duplex,2,1,3,2668032.2
827,Bayelsa,Bungalow,1,4,4,1487013.9
255,Yobe,Bungalow,1,1,6,1787828.8
520,Imo,Bungalow,4,1,2,1586000.6
1243,Borno,Bungalow,8,4,4,2776204.2
2969,Imo,Mansion,1,4,2,2453145.5
9181,Adamawa,Semi-detached duplex,4,7,2,2304033.5
7858,Anambra,Bungalow,5,7,4,2191601.2
7802,Nasarawa,Detached duplex,7,4,5,2983899.8
118,Zamfara,Terrace duplex,2,1,4,1094957.6
7583,Bayelsa,Townhouse,8,1,3,3303821.0
10701,Adamawa,Mansion,8,5,3,5910410.5
12038,Kogi,Detached duplex,9,2,4,3092782.2
136,Akwa Ibom,Penthouse,4,1,2,2829567.2
2905,Cross River,Mansion,8,5,3,6354075.0
3315,Ebonyi,Semi-detached duplex,4,1,4,1736096.5
1736,Bauchi,Townhouse,8,7,3,3439016.5
11540,Abia,Penthouse,7,1,5,3645199.8
2415,Benue,Flat,2,2,4,1108748.2
1273,Kano,Detached duplex,9,3,5,2865929.0
209,Kano,Townhouse,7,1,1,1936583.9
9745,Edo,Semi-detached duplex,3,7,3,2246406.0
2754,Ebonyi,Flat,3,2,2,1359890.2
3307,Edo,Apartment,4,2,1,1820324.6
1149,Yobe,Townhouse,1,2,3,2198746.2
6019,Niger,Townhouse,3,3,6,1692887.1
10655,Akwa Ibom,Apartment,2,7,2,1544787.6
7788,Kogi,Flat,7,5,2,2137739.8
1389,Katsina,Cottage,4,2,4,1303177.1
1231,Delta,Cottage,3,1,4,1499302.9
3876,Kogi,Flat,1,5,1,1018016.2
4447,Ogun,Mansion,9,2,6,5332847.5
3857,Niger,Townhouse,1,2,3,1219302.2
203,Plateau,Mansion,3,1,2,2572549.5
589,Katsina,Semi-detached duplex,7,7,1,2416822.5
1119,Gombe,Penthouse,5,2,3,3709099.2
2703,Bauchi,Terrace duplex,5,2,2,2257464.0
10654,Niger,Bungalow,5,6,3,1812187.2
1051,Akwa Ibom,Bungalow,3,1,4,1609378.0
8932,Kebbi,Penthouse,5,6,5,2512867.8
702,Cross River,Apartment,5,6,4,2367029.8
5295,Abia,Semi-detached duplex,1,3,4,1446202.0
4871,Rivers,Apartment,7,7,5,2617877.8
446,Lagos,Terrace duplex,3,5,4,2053350.0
1435,Kebbi,Bungalow,4,1,4,1077313.9
9863,Yobe,Townhouse,5,2,6,3289622.8
12725,Ekiti,Townhouse,6,4,1,2548570.0
12223,Katsina,Townhouse,4,5,1,1987424.9
1327,Jigawa,Penthouse,3,2,3,1865001.9
3098,Taraba,Semi-detached duplex,7,7,1,2429164.2
7499,Kogi,Semi-detached duplex,9,5,5,2865341.2
12799,Jigawa,Bungalow,7,2,2,1907900.5
10114,Ogun,Apartment,6,1,6,1995483.1
4841,Ogun,Semi-detached duplex,1,3,3,1329447.9
5654,Taraba,Terrace duplex,6,1,5,2272443.8
12892,Anambra,Penthouse,5,7,3,3169575.8
1984,Ondo,Semi-detached duplex,2,2,2,1374936.4
12763,Kano,Detached duplex,1,4,1,963819.9
1098,Nasarawa,Semi-detached duplex,4,1,1,1570755.5
140,Jigawa,Terrace duplex,3,2,3,1260396.8
1733,Taraba,Townhouse,1,7,1,1312227.5
7930,Bauchi,Semi-detached duplex,1,1,3,1478305.2
7058,Cross River,Mansion,9,7,2,6818949.5
1345,Benue,Apartment,1,2,1,814292.3
3325,Imo,Apartment,6,5,1,1894333.5
4419,Rivers,Terrace duplex,3,5,2,2002340.1
8287,Gombe,Penthouse,9,7,3,4969703.5
12890,Borno,Mansion,9,7,2,5580888.5
4284,Borno,Apartment,9,4,2,2571924.0
1873,Sokoto,Terrace duplex,4,1,2,1334291.0
1724,Borno,Terrace duplex,6,6,1,2580587.0
2749,Kwara,Detached duplex,4,2,4,1796994.4
7252,Yobe,Bungalow,3,2,5,1979535.0
9690,Kano,Flat,5,5,1,1553471.6
3297,Benue,Cottage,2,1,3,990024.25
1316,Yobe,Bungalow,1,1,1,1671765.6
8515,Sokoto,Bungalow,2,5,6,1196153.4
3875,Delta,Semi-detached duplex,2,1,3,1530519.5
1797,Benue,Terrace duplex,4,2,3,1534835.9
5022,Ekiti,Flat,9,2,4,2730492.8
6768,Bayelsa,Flat,6,3,5,2768793.0
1052,Akwa Ibom,Apartment,3,4,1,1542257.2
6555,Ekiti,Apartment,6,3,3,2005078.4
12783,Osun,Apartment,8,3,4,2481825.8
5357,Bauchi,Townhouse,9,7,5,3835388.2
8455,Jigawa,Apartment,1,7,5,926508.5
5750,Ondo,Apartment,2,3,3,1151839.9
2485,Akwa Ibom,Terrace duplex,2,2,1,1643781.4
10644,Niger,Penthouse,2,2,4,1833884.5
2403,Katsina,Detached duplex,2,1,3,1550848.6
6455,Lagos,Flat,1,7,2,1449861.5
869,Niger,Penthouse,2,1,4,1819849.1
10287,Kwara,Semi-detached duplex,6,5,6,2189516.2
1176,Ogun,Apartment,4,3,3,1640912.0
253,Kaduna,Apartment,5,1,4,1488327.6
2072,Nasarawa,Penthouse,1,2,4,1735340.0
7435,Lagos,Apartment,7,3,3,2548723.0
2255,Ogun,Semi-detached duplex,5,2,4,2098822.8
976,Osun,Terrace duplex,8,5,1,2891253.5
12808,Benue,Penthouse,9,6,1,3537300.0
81,Oyo,Terrace duplex,1,1,2,1273427.4
11759,Benue,Flat,3,2,6,1352734.8
2774,Kwara,Townhouse,3,2,4,1477552.6
9564,Kogi,Penthouse,8,5,4,3503037.8
11767,Edo,Apartment,3,4,1,1692359.4
11667,Anambra,Penthouse,9,3,1,3827645.2
2752,Anambra,Terrace duplex,4,1,1,1746080.6
2796,Sokoto,Townhouse,8,6,4,2681817.8
8134,Akwa Ibom,Bungalow,2,3,1,1495574.1
6565,Kaduna,Terrace duplex,3,5,3,1767959.0
3079,Adamawa,Detached duplex,8,1,4,3461727.8
2900,Oyo,Bungalow,1,1,3,1090950.9
939,Anambra,Townhouse,2,1,3,1525288.4
5256,Yobe,Terrace duplex,4,2,6,2827185.5
3679,Taraba,Detached duplex,3,1,3,1779417.2
2790,Osun,Terrace duplex,4,1,1,1792530.5
4961,Anambra,Terrace duplex,4,1,5,1930323.9
1347,Ebonyi,Semi-detached duplex,1,2,4,1272656.4
7113,Ogun,Detached duplex,7,5,2,3246482.5
2698,Akwa Ibom,Detached duplex,1,1,1,1583719.9
314,Zamfara,Townhouse,4,1,4,1455294.6
739,Ogun,Bungalow,4,2,2,1603537.9
977,Borno,Detached duplex,4,1,3,2142795.8
5363,Katsina,Townhouse,5,5,6,2339183.2
9890,Anambra,Penthouse,4,7,5,2902506.0
4067,Edo,Penthouse,9,3,5,4845635.0
3978,Abia,Flat,4,6,4,2020490.4
3108,Kaduna,Mansion,4,1,1,3618392.0
5471,Jigawa,Penthouse,1,6,4,1525822.4
8486,Nasarawa,Penthouse,5,1,2,2433939.0
8700,Ondo,Penthouse,5,6,1,2793235.2
5957,Yobe,Penthouse,8,4,5,4838436.0
898,Gombe,Cottage,1,1,1,1925170.8
2128,Lagos,Semi-detached duplex,2,1,3,1670361.6
5260,Bauchi,Semi-detached duplex,3,6,6,2145779.2
155,Ogun,Mansion,8,4,5,5439890.5
2100,Kaduna,Townhouse,1,2,3,1245597.5
1649,Imo,Semi-detached duplex,9,3,4,2951460.2
3406,Ondo,Semi-detached duplex,7,1,3,2355963.0
1510,Plateau,Townhouse,5,1,3,1834535.1
5722,Niger,Penthouse,2,3,6,1875419.8
3785,Anambra,Apartment,6,6,6,2166659.2
12458,Adamawa,Penthouse,1,4,2,2155443.5
988,Ondo,Mansion,3,2,2,2960602.5
1704,Benue,Flat,1,2,3,964933.7
631,Niger,Mansion,8,6,1,4595860.5
689,Kano,Apartment,1,2,4,677417.44
11499,Katsina,Apartment,6,6,5,2108440.2
9810,Bauchi,Semi-detached duplex,8,5,5,3257719.2
2733,Lagos,Bungalow,4,2,1,1734415.1
8210,Osun,Apartment,4,2,4,1571327.9
10742,Kebbi,Terrace duplex,9,1,2,2264947.0
1572,Plateau,Detached duplex,4,1,1,1719162.6
4198,Lagos,Mansion,4,6,1,4720398.5
1696,Kwara,Mansion,5,1,3,3000685.0
12662,Kebbi,Detached duplex,7,2,5,2220158.5
11201,Adamawa,Apartment,2,4,6,1496985.4
163,Kaduna,Bungalow,5,2,1,1704375.8
9225,Imo,Townhouse,3,4,5,1832353.0
2352,Adamawa,Townhouse,9,6,3,3681603.8
847,Ekiti,Townhouse,4,1,6,2190019.5
9662,Bayelsa,Townhouse,6,5,2,3132914.8
244,Ebonyi,Flat,2,4,2,1336078.8
536,Gombe,Detached duplex,1,1,4,2374146.8
422,Kano,Flat,2,1,4,861597.7
2839,Kaduna,Mansion,3,1,1,3159595.2
2491,Niger,Penthouse,3,2,4,2137097.8
2261,Taraba,Terrace duplex,4,2,4,1745448.0
9914,Benue,Bungalow,7,6,6,2357799.5
8856,Bayelsa,Semi-detached duplex,2,3,1,1714311.5
197,Yobe,Penthouse,9,7,3,5064881.0
2536,Taraba,Bungalow,2,2,1,1142139.6
9175,Osun,Flat,1,2,1,1085892.8
930,Zamfara,Terrace duplex,3,1,4,1222929.8
472,Akwa Ibom,Flat,1,1,4,1328747.0
4435,Bayelsa,Semi-detached duplex,5,7,4,2744465.0
5614,Gombe,Semi-detached duplex,9,2,4,3727353.8
10211,Akwa Ibom,Townhouse,6,5,4,3069844.0
647,Oyo,Semi-detached duplex,5,6,3,2378241.5
9040,Benue,Mansion,2,6,4,2676728.0
1971,Nasarawa,Detached duplex,3,1,4,1766619.0
8394,Zamfara,Townhouse,8,3,2,2518467.5
2711,Bauchi,Terrace duplex,1,2,6,1590391.5
244,Osun,Detached duplex,2,2,2,1742102.0
2658,Anambra,Bungalow,2,2,1,1291231.6
2249,Kebbi,Flat,4,3,5,1288111.4
10266,Delta,Bungalow,8,4,1,2886041.5
2898,Osun,Cottage,5,1,4,1712099.4
3820,Delta,Penthouse,6,1,5,3498674.2
10515,Oyo,Apartment,3,1,1,1282562.1
1343,Gombe,Townhouse,5,4,2,2939087.2
1174,Katsina,Semi-detached duplex,2,1,4,1332053.4
2451,Yobe,Penthouse,4,5,1,3571015.2
2477,Taraba,Semi-detached duplex,5,4,6,2104751.8
2770,Gombe,Mansion,3,4,4,4255753.0
3026,Lagos,Detached duplex,3,2,4,2244862.0
7374,Adamawa,Apartment,6,7,6,2459618.0
6333,Bayelsa,Flat,9,1,3,3139369.0
3523,Delta,Townhouse,8,3,4,3326001.0
2305,Delta,Detached duplex,5,2,4,2549503.2
2327,Enugu,Penthouse,4,1,2,2501994.8
112,Ondo,Penthouse,4,1,4,2446552.2
10649,Niger,Mansion,3,6,4,3028849.2
10685,Anambra,Townhouse,7,4,3,2898221.5
1327,Bayelsa,Bungalow,2,6,1,1690438.1
9013,Ekiti,Penthouse,6,6,2,3377012.0
2257,Delta,Semi-detached duplex,2,2,3,1579108.0
298,Plateau,Townhouse,4,2,2,1674182.8
1573,Enugu,Detached duplex,5,1,2,2231881.0
345,Gombe,Penthouse,1,1,3,3027982.8
4708,Lagos,Detached duplex,2,6,5,2248086.2
9169,Gombe,Terrace duplex,6,3,6,3243966.5
1673,Yobe,Apartment,5,4,6,2312826.2
479,Zamfara,Terrace duplex,8,1,5,2259555.5
9150,Enugu,Detached duplex,7,1,3,2918015.0
8230,Plateau,Semi-detached duplex,1,1,6,1152468.4
9271,Anambra,Mansion,1,5,2,2998147.8
655,Kwara,Bungalow,5,1,2,1498126.5
2428,Cross River,Flat,1,1,4,1366567.4
178,Borno,Mansion,6,3,1,4307927.0
6114,Anambra,Mansion,7,3,5,4822368.0
8721,Taraba,Penthouse,4,7,5,2656348.2
2424,Adamawa,Terrace duplex,8,1,5,3109506.8
10690,Kwara,Townhouse,1,3,1,1117470.9
2655,Kogi,Semi-detached duplex,2,1,1,1147010.1
1403,Kaduna,Flat,9,4,1,2853106.2
3741,Taraba,Detached duplex,1,3,1,1316341.1
3782,Sokoto,Townhouse,9,6,2,2821704.0
6751,Oyo,Townhouse,4,7,1,2207914.0
8488,Lagos,Semi-detached duplex,5,7,2,2520370.2
4798,Nasarawa,Apartment,9,4,1,2400932.2
867,Taraba,Apartment,4,2,3,1447724.0
6684,Ogun,Semi-detached duplex,5,6,4,2393137.0
3705,Plateau,Apartment,1,1,3,904092.7
2263,Rivers,Semi-detached duplex,5,2,3,2236545.2
1885,Yobe,Mansion,4,1,4,5650579.5
11727,Kebbi,Bungalow,4,6,5,1513974.2
2754,Ebonyi,Semi-detached duplex,2,1,3,1375592.1
11535,Lagos,Mansion,9,4,6,6231616.0
4684,Yobe,Penthouse,9,3,2,5048769.0
12297,Nasarawa,Mansion,5,5,1,4181646.2
9472,Kwara,Detached duplex,8,7,2,3035164.5
3247,Bauchi,Flat,7,4,2,2734328.5
6084,Niger,Semi-detached duplex,1,1,6,1152468.4
4000,Cross River,Penthouse,1,7,3,2499364.2
9199,Bayelsa,Townhouse,1,1,1,1523036.9
8137,Bayelsa,Penthouse,4,7,6,3577024.5
7242,Kwara,Terrace duplex,8,7,2,2612832.0
836,Borno,Bungalow,5,2,4,1843564.0
3353,Imo,Detached duplex,4,2,1,1899393.2
11458,Oyo,Flat,5,5,3,2057635.1
245,Kwara,Bungalow,4,2,2,1383413.4
1835,Katsina,Mansion,4,1,6,3502413.2
94,Nasarawa,Flat,5,1,3,1638572.6
11782,Niger,Townhouse,1,1,6,1252868.4
1942,Edo,Cottage,1,1,4,1335249.5
7776,Akwa Ibom,Mansion,6,7,5,5524971.5
1818,Bauchi,Cottage,5,1,2,1830390.0
1761,Ogun,Penthouse,4,2,4,2667754.8
6712,Gombe,Flat,2,4,5,1882695.2
608,Imo,Bungalow,3,4,1,1478855.1
1378,Kebbi,Flat,2,1,4,861597.7
1269,Niger,Penthouse,5,2,1,2339288.0
443,Anambra,Terrace duplex,3,6,2,1811952.1
10961,Jigawa,Detached duplex,7,6,3,2522724.5
8476,Ogun,Semi-detached duplex,6,7,2,2671678.2
1105,Ebonyi,Bungalow,3,2,1,1352485.8
7151,Kwara,Townhouse,9,1,4,2874003.0
1189,Bauchi,Apartment,4,3,1,1784199.0
2628,Kogi,Townhouse,4,2,1,1578883.6
2506,Yobe,Townhouse,5,2,1,2929955.5
1807,Ogun,Cottage,3,1,3,1359236.8
2187,Ogun,Flat,1,2,1,1103618.1
1956,Katsina,Penthouse,3,2,1,2140057.0
1839,Kwara,Bungalow,3,1,4,1268633.4
2356,Edo,Townhouse,4,2,1,2287793.5
4144,Benue,Bungalow,5,5,4,1794802.1
138,Jigawa,Flat,1,2,2,845148.9
6787,Borno,Semi-detached duplex,4,7,2,2127290.5
6956,Taraba,Terrace duplex,2,4,4,1470429.9
2700,Plateau,Penthouse,2,1,3,1812885.5
2438,Rivers,Bungalow,1,2,1,1373549.8
1881,Ekiti,Cottage,4,1,4,1568209.5
2350,Edo,Flat,2,2,2,1596293.4
7230,Anambra,Townhouse,7,7,2,3008034.0
2687,Anambra,Terrace duplex,8,7,5,3166690.2
7940,Kaduna,Mansion,3,2,1,3321572.8
888,Enugu,Semi-detached duplex,3,1,3,1569696.8
47,Lagos,Cottage,1,2,3,1289913.5
9946,Kwara,Terrace duplex,1,3,3,1077416.6
9653,Rivers,Penthouse,1,5,5,2392477.5
6632,Taraba,Bungalow,5,5,2,1826914.2
546,Rivers,Penthouse,5,7,5,3676807.2
2257,Akwa Ibom,Mansion,5,1,2,4091433.8
11818,Yobe,Penthouse,2,4,6,2927196.2
10803,Enugu,Apartment,4,4,6,1628530.5
8030,Katsina,Mansion,2,6,2,2908391.2
1708,Imo,Penthouse,4,1,2,2432031.8
454,Bayelsa,Penthouse,9,2,6,4674525.0
137,Rivers,Bungalow,8,3,6,3167572.2
3288,Kwara,Flat,5,1,6,1658874.5
2250,Benue,Bungalow,9,2,2,2446272.2
121,Akwa Ibom,Mansion,1,1,2,2551884.8
2185,Ekiti,Semi-detached duplex,4,1,3,1758718.2
2621,Adamawa,Semi-detached duplex,3,1,3,1839529.9
8734,Kogi,Semi-detached duplex,3,6,1,1535982.4
2220,Kaduna,Detached duplex,3,4,4,2013035.5
679,Niger,Apartment,3,1,2,1144549.4
5566,Osun,Detached duplex,3,7,6,2222018.2
286,Ondo,Flat,1,6,2,1181771.2
6181,Cross River,Townhouse,3,3,2,2154781.8
4809,Imo,Flat,3,7,1,1561027.9
8203,Oyo,Apartment,6,1,3,1977604.8
737,Sokoto,Apartment,2,1,4,923537.4
2559,Ondo,Penthouse,2,1,3,1988395.5
8220,Sokoto,Townhouse,2,5,3,1391025.6
9966,Kogi,Penthouse,2,3,5,1802543.5
10406,Kwara,Townhouse,6,7,4,2379730.0
11293,Bauchi,Detached duplex,9,7,1,3773618.5
